t,distances,motor_l,motor_r,state,target_deg,search_side
19.906,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.29;3.65;12.00;12.00;12.00,-0.042,0.198,FORWARD,-25.0,right
20.015,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.25;3.83;12.00;12.00;12.00,-0.042,0.198,FORWARD,-25.0,right
20.124,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.44;3.17;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,right
20.232,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.37;3.12;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,right
20.341,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.31;3.07;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,right
20.448,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.23;3.02;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,right
20.558,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.17;2.97;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,right
20.669,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.11;2.93;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,right
20.778,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.05;2.88;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,right
20.884,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.98;2.83;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,right
20.994,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.92;3.00;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,right
21.101,12.00;12.00;12.00;12.00;12.00;12.00;3.10;2.87;3.22;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,right
21.208,12.00;12.00;12.00;12.00;12.00;12.00;3.03;2.82;3.58;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,right
21.317,12.00;12.00;12.00;12.00;12.00;12.00;2.97;2.77;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,right
21.43,12.00;12.00;12.00;12.00;12.00;12.00;2.91;2.73;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,right
21.537,12.00;12.00;12.00;12.00;12.00;12.00;2.85;2.68;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,right
21.646,12.00;12.00;12.00;12.00;12.00;12.00;2.78;2.62;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,right
21.754,12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.58;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,right
21.865,12.00;12.00;12.00;12.00;12.00;12.00;2.67;2.54;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,right
21.972,12.00;12.00;12.00;12.00;12.00;2.83;2.61;2.50;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,right
22.081,12.00;12.00;12.00;12.00;12.00;2.78;2.57;2.62;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,right
22.191,12.00;12.00;12.00;12.00;12.00;2.71;2.52;2.94;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,right
22.3,12.00;12.00;12.00;12.00;12.00;2.65;2.47;12.00;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,right
22.408,12.00;12.00;12.00;12.00;12.00;2.59;2.42;12.00;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,right
22.515,12.00;12.00;12.00;12.00;12.00;2.52;2.38;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
22.623,12.00;12.00;12.00;12.00;12.00;2.49;2.36;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
22.733,12.00;12.00;12.00;12.00;12.00;2.46;2.35;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
22.842,12.00;12.00;12.00;12.00;2.63;2.43;2.37;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
22.95,12.00;12.00;12.00;12.00;2.58;2.41;3.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
23.06,12.00;12.00;12.00;12.00;2.54;2.39;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
23.169,12.00;12.00;12.00;12.00;2.51;2.37;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
23.277,12.00;12.00;12.00;12.00;2.48;2.35;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
23.388,12.00;12.00;12.00;2.67;2.45;2.34;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
23.496,12.00;12.00;12.00;2.61;2.42;2.52;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
23.605,12.00;12.00;12.00;2.57;2.40;3.20;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
23.716,12.00;12.00;12.00;2.53;2.38;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
23.827,12.00;12.00;12.00;2.49;2.36;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
23.937,12.00;12.00;12.00;2.46;2.34;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
24.045,12.00;12.00;2.63;2.43;2.33;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
24.153,12.00;12.00;2.59;2.41;2.72;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
24.261,12.00;12.00;2.55;2.38;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
24.37,12.00;12.00;2.52;2.37;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
24.476,12.00;12.00;2.48;2.35;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
24.588,12.00;12.00;2.47;2.34;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
24.697,12.00;2.61;2.42;2.42;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-40.0,left
24.806,12.00;2.58;2.40;2.92;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.562,0.159,FORWARD,20.0,left
24.914,12.00;2.55;2.37;2.74;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
25.021,12.00;2.58;2.38;2.27;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
25.133,12.00;2.62;2.40;2.28;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
25.243,12.00;12.00;2.42;2.29;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
25.349,12.00;12.00;2.47;2.32;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
25.46,12.00;12.00;2.51;2.34;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
25.569,12.00;12.00;2.55;2.36;2.59;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
25.68,12.00;12.00;2.60;2.39;2.28;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
25.788,12.00;12.00;12.00;2.42;2.29;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
25.896,12.00;12.00;12.00;2.45;2.31;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
26.006,12.00;12.00;12.00;2.49;2.33;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
26.113,12.00;12.00;12.00;2.53;2.35;2.92;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
26.22,12.00;12.00;12.00;2.57;2.38;2.40;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
26.33,12.00;12.00;12.00;2.62;2.40;2.29;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
26.439,12.00;12.00;12.00;12.00;2.44;2.30;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
26.547,12.00;12.00;12.00;12.00;2.47;2.32;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
26.655,12.00;12.00;12.00;12.00;2.51;2.34;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
26.763,12.00;12.00;12.00;12.00;2.55;2.36;2.72;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
26.871,12.00;12.00;12.00;12.00;2.59;2.39;2.28;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
26.979,12.00;12.00;12.00;12.00;2.64;2.42;2.29;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
27.087,12.00;12.00;12.00;12.00;12.00;2.45;2.31;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
27.196,12.00;12.00;12.00;12.00;12.00;2.49;2.33;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
27.307,12.00;12.00;12.00;12.00;12.00;2.52;2.35;3.24;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
27.415,12.00;12.00;12.00;12.00;12.00;2.56;2.37;2.57;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
27.522,12.00;12.00;12.00;12.00;12.00;2.60;2.40;2.29;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
27.631,12.00;12.00;12.00;12.00;12.00;12.00;2.43;2.30;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
27.742,12.00;12.00;12.00;12.00;12.00;12.00;2.46;2.32;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
27.852,12.00;12.00;12.00;12.00;12.00;12.00;2.50;2.34;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
27.96,12.00;12.00;12.00;12.00;12.00;12.00;2.53;2.36;3.06;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
28.069,12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.39;2.39;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
28.175,12.00;12.00;12.00;12.00;12.00;12.00;2.63;2.41;2.30;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
28.285,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.49;2.36;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
28.394,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.61;2.46;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
28.501,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.74;2.58;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
28.612,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.85;2.68;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
28.718,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.98;2.80;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
28.828,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.11;2.90;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
28.94,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.24;3.02;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
29.051,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.36;3.12;12.00;12.00;12.00;12.00,-0.12,-0.3,SEARCH,,right
29.156,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.49;3.23;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.264,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.60;3.31;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.374,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.66;3.34;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.483,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.39;4.03;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.595,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.44;3.55;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.701,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.49;3.25;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.809,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.56;3.28;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.919,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.62;3.32;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
