t,distances,motor_l,motor_r,state,target_deg,search_side
4.261,12.00;12.00;12.00;12.00;3.24;3.06;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.19,-0.05,FORWARD,30.0,
4.368,12.00;12.00;12.00;12.00;3.23;3.03;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.19,-0.05,FORWARD,30.0,
4.48,12.00;12.00;12.00;12.00;3.22;3.02;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.19,-0.05,FORWARD,30.0,
4.588,12.00;12.00;12.00;12.00;12.00;2.99;3.30;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
4.695,12.00;12.00;12.00;12.00;12.00;2.98;2.86;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
4.803,12.00;12.00;12.00;12.00;12.00;2.96;2.83;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
4.911,12.00;12.00;12.00;12.00;12.00;2.95;2.81;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
5.021,12.00;12.00;12.00;12.00;12.00;2.93;2.78;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
5.127,12.00;12.00;12.00;12.00;12.00;2.92;2.77;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
5.238,12.00;12.00;12.00;12.00;12.00;2.91;2.75;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
5.347,12.00;12.00;12.00;12.00;12.00;2.91;2.74;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
5.458,12.00;12.00;12.00;12.00;12.00;2.90;2.71;3.15;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
5.564,12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.59;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
5.676,12.00;12.00;12.00;12.00;12.00;12.00;2.68;2.57;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
5.784,12.00;12.00;12.00;12.00;12.00;12.00;2.66;2.54;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
5.89,12.00;12.00;12.00;12.00;12.00;12.00;2.65;2.52;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
6.001,12.00;12.00;12.00;12.00;12.00;12.00;2.65;2.51;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
6.107,12.00;12.00;12.00;12.00;12.00;12.00;2.63;2.49;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
6.214,12.00;12.00;12.00;12.00;12.00;12.00;2.62;2.47;3.34;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,45.0,
6.324,12.00;12.00;12.00;12.00;12.00;12.00;2.61;2.45;2.47;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.433,12.00;12.00;12.00;12.00;12.00;12.00;2.65;2.47;2.38;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.54,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.50;2.39;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.652,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.51;2.40;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.759,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.55;2.42;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.87,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.43;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.978,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.63;2.46;2.37;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.084,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.48;2.38;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.191,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.51;2.39;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.303,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.53;2.41;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.411,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.57;2.43;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.518,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.60;2.44;2.90;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.627,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.64;2.46;2.38;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.736,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.49;2.39;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.846,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.52;2.40;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.954,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.54;2.41;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
8.064,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.57;2.43;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
8.171,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.62;2.45;2.51;12.00,0.18,-0.18,PIVOT,45.0,right
8.281,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.65;2.47;2.38;12.00,0.18,-0.18,PIVOT,45.0,right
8.392,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.50;2.39;12.00,0.23,0.561,FORWARD,-15.0,right
8.499,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.43;2.34;12.00,0.23,0.561,FORWARD,-15.0,right
8.608,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.30;2.22;12.00,0.23,0.561,FORWARD,-15.0,right
8.715,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.14;2.09;12.00,-0.18,0.18,PIVOT,-15.0,left
8.823,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.05;2.00;2.02,-0.3,-0.12,BACKUP,-15.0,left
8.932,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.02;1.98;2.00,-0.3,-0.12,BACKUP,-15.0,left
9.043,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.18;2.07;2.04;12.00,-0.3,-0.12,BACKUP,-15.0,left
9.149,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.24;2.15;2.12;12.00,-0.3,-0.12,BACKUP,-15.0,left
9.256,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.31;2.22;2.19;12.00,-0.3,-0.12,BACKUP,-15.0,left
9.365,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.36;2.27;12.00;12.00,-0.3,-0.12,BACKUP,-15.0,left
9.474,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.43;2.34;12.00;12.00,-0.3,-0.12,BACKUP,-15.0,left
9.582,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.51;2.43;12.00;12.00,-0.3,-0.12,BACKUP,-15.0,left
9.692,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.58;2.78;12.00;12.00,-0.3,-0.12,SEARCH,,left
9.802,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.83;2.66;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
9.909,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.83;2.68;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.02,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.79;2.66;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.128,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.64;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.237,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.94;2.73;2.97;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.345,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.89;2.71;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.452,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.85;2.69;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.561,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.81;2.67;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.672,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.78;2.65;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.778,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.64;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.884,12.00;12.00;12.00;12.00;12.00;12.00;2.92;2.72;3.26;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.994,12.00;12.00;12.00;12.00;12.00;12.00;2.88;2.70;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.1,12.00;12.00;12.00;12.00;12.00;12.00;2.84;2.68;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.208,12.00;12.00;12.00;12.00;12.00;12.00;2.80;2.66;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.319,12.00;12.00;12.00;12.00;12.00;12.00;2.77;2.64;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.428,12.00;12.00;12.00;12.00;12.00;2.94;2.74;2.79;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.536,12.00;12.00;12.00;12.00;12.00;2.90;2.71;3.54;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.644,12.00;12.00;12.00;12.00;12.00;2.86;2.69;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.752,12.00;12.00;12.00;12.00;12.00;2.82;2.67;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.86,12.00;12.00;12.00;12.00;12.00;2.79;2.65;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.969,12.00;12.00;12.00;12.00;12.00;2.76;2.64;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.078,12.00;12.00;12.00;12.00;2.93;2.72;2.97;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.187,12.00;12.00;12.00;12.00;2.89;2.70;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.295,12.00;12.00;12.00;12.00;2.84;2.68;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.404,12.00;12.00;12.00;12.00;2.80;2.66;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.515,12.00;12.00;12.00;12.00;2.77;2.64;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.626,12.00;12.00;12.00;12.00;2.74;2.63;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.734,12.00;12.00;12.00;2.91;2.71;3.25;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.842,12.00;12.00;12.00;2.87;2.69;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.953,12.00;12.00;12.00;2.84;2.67;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.057,12.00;12.00;12.00;2.79;2.65;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.166,12.00;12.00;12.00;2.76;2.63;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.274,12.00;12.00;12.00;2.73;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.383,12.00;12.00;2.90;2.71;3.28;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.492,12.00;12.00;2.86;2.68;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.601,12.00;12.00;2.81;2.66;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.71,12.00;12.00;2.78;2.64;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.817,12.00;12.00;2.74;2.63;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.928,12.00;2.92;2.72;2.97;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.562,0.159,FORWARD,20.0,left
14.037,12.00;12.00;2.70;2.59;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
14.144,12.00;12.00;2.63;2.50;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
14.255,12.00;12.00;2.65;2.51;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
14.361,12.00;12.00;2.69;2.53;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
14.471,12.00;12.00;2.73;2.55;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
14.578,12.00;12.00;2.78;2.58;3.11;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
14.685,12.00;12.00;2.83;2.61;2.55;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
14.795,12.00;12.00;12.00;2.64;2.51;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
14.904,12.00;12.00;12.00;2.68;2.52;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
15.012,12.00;12.00;12.00;2.71;2.54;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
15.121,12.00;12.00;12.00;2.75;2.57;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
15.229,12.00;12.00;12.00;2.80;2.59;2.89;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
15.338,12.00;12.00;12.00;2.84;2.62;2.50;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
15.448,12.00;12.00;12.00;12.00;2.65;2.52;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
15.558,12.00;12.00;12.00;12.00;2.69;2.53;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
15.665,12.00;12.00;12.00;12.00;2.73;2.55;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
15.774,12.00;12.00;12.00;12.00;2.77;2.58;3.29;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
15.883,12.00;12.00;12.00;12.00;2.82;2.60;2.71;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
15.991,12.00;12.00;12.00;12.00;12.00;2.64;2.51;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
16.101,12.00;12.00;12.00;12.00;12.00;2.67;2.52;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
16.209,12.00;12.00;12.00;12.00;12.00;2.71;2.54;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
16.321,12.00;12.00;12.00;12.00;12.00;2.75;2.57;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
16.428,12.00;12.00;12.00;12.00;12.00;2.78;2.59;3.21;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
16.539,12.00;12.00;12.00;12.00;12.00;2.84;2.62;2.50;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
16.646,12.00;12.00;12.00;12.00;12.00;12.00;2.65;2.51;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
16.755,12.00;12.00;12.00;12.00;12.00;12.00;2.68;2.53;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
16.865,12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.55;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
16.974,12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.57;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
17.08,12.00;12.00;12.00;12.00;12.00;12.00;2.80;2.60;2.96;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
17.189,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.63;2.51;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,20.0,right
17.297,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.66;2.52;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
17.407,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.57;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
17.514,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.81;2.66;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
17.624,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.03;2.84;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
17.731,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.14;2.94;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
17.84,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.27;3.06;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
17.949,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.40;3.16;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
18.058,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.54;3.28;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,20.0,right
18.167,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.67;3.40;12.00;12.00;12.00;12.00,-0.12,-0.3,SEARCH,,right
18.278,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.79;3.49;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.385,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.91;3.58;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.495,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.62;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.602,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.67;4.19;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.712,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.74;3.69;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.822,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.80;3.52;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.928,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.87;3.56;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
19.038,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.60;12.00;12.00;12.00,0.159,0.562,FORWARD,-20.0,right
19.145,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.83;3.52;12.00;12.00;12.00,-0.012,0.228,FORWARD,-25.0,right
19.254,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.72;3.44;12.00;12.00;12.00,-0.021,0.219,FORWARD,-25.0,right
19.364,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.63;3.37;12.00;12.00;12.00,-0.029,0.211,FORWARD,-25.0,right
19.472,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.56;3.32;12.00;12.00;12.00,-0.035,0.205,FORWARD,-25.0,right
19.58,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.48;3.26;12.00;12.00;12.00,-0.041,0.199,FORWARD,-25.0,right
19.692,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.46;3.24;12.00;12.00;12.00,-0.042,0.198,FORWARD,-25.0,right
19.799,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.35;3.46;12.00;12.00;12.00,-0.042,0.198,FORWARD,-25.0,right
