t,distances,motor_l,motor_r,state,target_deg,search_side
2.388,12.00;12.00;12.00;12.00;12.00;4.43;4.38;12.00;12.00;12.00;12.00;12.00;12.00,0.276,0.003,FORWARD,35.0,
2.496,12.00;12.00;12.00;12.00;12.00;4.37;4.30;12.00;12.00;12.00;12.00;12.00;12.00,0.267,0.003,FORWARD,35.0,
2.607,12.00;12.00;12.00;12.00;12.00;4.31;4.22;12.00;12.00;12.00;12.00;12.00;12.00,0.256,0.003,FORWARD,35.0,
2.714,12.00;12.00;12.00;12.00;12.00;12.00;4.15;12.00;12.00;12.00;12.00;12.00;12.00,0.246,0.003,FORWARD,35.0,
2.827,12.00;12.00;12.00;12.00;12.00;12.00;4.09;12.00;12.00;12.00;12.00;12.00;12.00,0.24,0.0,FORWARD,35.0,
2.934,12.00;12.00;12.00;12.00;12.00;12.00;4.06;12.00;12.00;12.00;12.00;12.00;12.00,0.238,-0.002,FORWARD,35.0,
3.044,12.00;12.00;12.00;12.00;12.00;12.00;3.98;12.00;12.00;12.00;12.00;12.00;12.00,0.232,-0.008,FORWARD,35.0,
3.153,12.00;12.00;12.00;12.00;12.00;12.00;3.95;12.00;12.00;12.00;12.00;12.00;12.00,0.23,-0.01,FORWARD,35.0,
3.261,12.00;12.00;12.00;12.00;12.00;12.00;3.88;3.84;12.00;12.00;12.00;12.00;12.00,0.216,-0.024,FORWARD,40.0,
3.369,12.00;12.00;12.00;12.00;12.00;12.00;3.84;3.78;12.00;12.00;12.00;12.00;12.00,0.212,-0.028,FORWARD,40.0,
3.478,12.00;12.00;12.00;12.00;12.00;12.00;3.81;3.73;12.00;12.00;12.00;12.00;12.00,0.208,-0.032,FORWARD,40.0,
3.587,12.00;12.00;12.00;12.00;12.00;12.00;3.77;3.69;12.00;12.00;12.00;12.00;12.00,0.206,-0.034,FORWARD,40.0,
3.696,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.65;12.00;12.00;12.00;12.00;12.00,0.203,-0.037,FORWARD,40.0,
3.806,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.61;12.00;12.00;12.00;12.00;12.00,0.2,-0.04,FORWARD,40.0,
3.915,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.58;12.00;12.00;12.00;12.00;12.00,0.198,-0.042,FORWARD,40.0,
4.022,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.54;3.51;12.00;12.00;12.00;12.00,0.182,-0.058,FORWARD,45.0,
4.131,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.51;3.48;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,45.0,
4.24,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.50;3.45;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,45.0,
4.348,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.47;3.42;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,45.0,
4.457,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.46;3.39;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,45.0,
4.565,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.36;12.00;12.00;12.00;12.00,-0.042,0.198,FORWARD,-25.0,
4.673,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.39;3.32;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,
4.779,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.34;3.28;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,
4.886,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.30;3.25;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,
4.995,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.26;3.22;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,
5.105,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.20;3.18;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,
5.214,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.16;3.15;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,
5.323,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.13;3.13;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,
5.434,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.09;3.10;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,
5.542,12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.03;12.00;12.00;12.00;12.00;12.00,-0.05,0.19,FORWARD,-30.0,
5.651,12.00;12.00;12.00;12.00;12.00;12.00;3.05;2.99;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,
5.762,12.00;12.00;12.00;12.00;12.00;12.00;3.00;2.96;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,
5.87,12.00;12.00;12.00;12.00;12.00;12.00;2.96;2.93;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,
5.983,12.00;12.00;12.00;12.00;12.00;12.00;2.92;2.90;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,
6.088,12.00;12.00;12.00;12.00;12.00;12.00;2.88;2.87;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,
6.198,12.00;12.00;12.00;12.00;12.00;12.00;2.85;2.84;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,
6.307,12.00;12.00;12.00;12.00;12.00;12.00;2.80;2.81;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,
6.417,12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.78;12.00;12.00;12.00;12.00;12.00,-0.059,0.181,FORWARD,-35.0,
6.527,12.00;12.00;12.00;12.00;12.00;2.79;2.73;2.76;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,
6.636,12.00;12.00;12.00;12.00;12.00;2.75;2.70;12.00;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,
6.743,12.00;12.00;12.00;12.00;12.00;2.69;2.66;12.00;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,
6.853,12.00;12.00;12.00;12.00;12.00;2.66;2.63;12.00;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,
6.964,12.00;12.00;12.00;12.00;12.00;2.62;2.60;12.00;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,
7.071,12.00;12.00;12.00;12.00;12.00;2.57;2.57;12.00;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,
7.18,12.00;12.00;12.00;12.00;12.00;2.53;2.54;12.00;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-40.0,
7.289,12.00;12.00;12.00;12.00;2.57;2.50;2.51;12.00;12.00;12.00;12.00;12.00;12.00,-0.06,0.18,FORWARD,-45.0,
7.398,12.00;12.00;12.00;12.00;2.52;2.46;2.48;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
7.51,12.00;12.00;12.00;12.00;2.51;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
7.616,12.00;12.00;12.00;12.00;2.49;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
7.726,12.00;12.00;12.00;12.00;2.48;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
7.835,12.00;12.00;12.00;12.00;2.47;2.47;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
7.945,12.00;12.00;12.00;2.53;2.46;2.47;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
8.054,12.00;12.00;12.00;2.52;2.46;2.48;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
8.163,12.00;12.00;12.00;2.50;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
8.271,12.00;12.00;12.00;2.48;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
8.381,12.00;12.00;12.00;2.47;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
8.489,12.00;12.00;12.00;2.47;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
8.597,12.00;12.00;2.52;2.46;2.47;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
8.706,12.00;12.00;2.50;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
8.816,12.00;12.00;2.49;2.45;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
8.924,12.00;12.00;2.48;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
9.035,12.00;12.00;2.47;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
9.143,12.00;12.00;2.46;2.47;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
9.251,12.00;2.51;2.46;2.47;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
9.36,12.00;2.50;2.45;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,-45.0,left
9.467,12.00;2.48;2.45;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
9.577,12.00;2.45;2.41;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
9.684,12.00;2.34;2.30;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
9.795,12.00;2.17;2.11;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,15.0,left
9.901,2.15;2.04;1.99;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
10.01,2.10;1.99;1.95;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
10.121,2.15;2.03;1.98;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
10.229,12.00;2.15;2.09;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
10.341,12.00;2.26;2.20;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
10.447,12.00;2.35;2.28;2.27;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
10.557,12.00;2.47;2.38;2.37;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
10.666,12.00;12.00;2.47;2.45;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
10.776,12.00;12.00;2.60;2.57;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,SEARCH,,right
10.884,12.00;12.00;2.70;2.66;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
10.992,12.00;12.00;12.00;2.70;2.73;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
11.104,12.00;12.00;12.00;2.70;2.72;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
11.213,12.00;12.00;12.00;2.71;2.71;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
11.321,12.00;12.00;12.00;2.72;2.71;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
11.43,12.00;12.00;12.00;2.73;2.70;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
11.538,12.00;12.00;12.00;2.74;2.70;2.74;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
11.647,12.00;12.00;12.00;12.00;2.70;2.73;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
11.76,12.00;12.00;12.00;12.00;2.71;2.72;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
11.868,12.00;12.00;12.00;12.00;2.71;2.71;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
11.977,12.00;12.00;12.00;12.00;2.72;2.71;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
12.083,12.00;12.00;12.00;12.00;2.74;2.70;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
12.192,12.00;12.00;12.00;12.00;2.75;2.70;2.74;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
12.3,12.00;12.00;12.00;12.00;12.00;2.71;2.74;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
12.408,12.00;12.00;12.00;12.00;12.00;2.71;2.72;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
12.522,12.00;12.00;12.00;12.00;12.00;2.72;2.71;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
12.63,12.00;12.00;12.00;12.00;12.00;2.73;2.71;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
12.739,12.00;12.00;12.00;12.00;12.00;2.75;2.71;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
12.848,12.00;12.00;12.00;12.00;12.00;12.00;2.71;2.74;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
12.959,12.00;12.00;12.00;12.00;12.00;12.00;2.71;2.73;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
13.067,12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.72;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
13.175,12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.72;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
13.284,12.00;12.00;12.00;12.00;12.00;12.00;2.74;2.71;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
13.392,12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.71;2.75;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
13.504,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.71;2.74;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
13.611,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.73;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
13.717,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.72;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
13.827,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.73;2.72;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
13.937,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.71;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
14.045,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.71;2.75;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
14.154,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.74;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
14.264,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.73;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
14.377,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.73;2.72;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
14.481,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.74;2.72;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
14.591,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.72;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
14.697,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.72;2.75;12.00;12.00,0.18,-0.18,SEARCH,,right
14.807,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.74;12.00;12.00,0.18,-0.18,SEARCH,,right
14.915,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.73;2.73;12.00;12.00,0.18,-0.18,SEARCH,,right
15.023,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.73;2.72;12.00;12.00,0.18,-0.18,SEARCH,,right
15.132,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.72;12.00;12.00,0.18,-0.18,SEARCH,,right
15.239,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.72;12.00;12.00,0.18,-0.18,SEARCH,,right
15.349,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.75;12.00,0.18,-0.18,SEARCH,,right
15.458,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.74;12.00,0.23,0.561,FORWARD,-15.0,right
15.57,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.72;12.00,0.23,0.561,FORWARD,-15.0,right
15.678,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.57;2.60;12.00,0.23,0.561,FORWARD,-15.0,right
15.789,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.38;2.42;12.00,0.23,0.561,FORWARD,-15.0,right
15.898,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.19;2.24;2.37,0.23,0.561,FORWARD,-15.0,right
16.008,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.02;2.07;2.21,-0.3,-0.12,BACKUP,-15.0,left
16.115,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.91;1.97;2.10,-0.3,-0.12,BACKUP,-15.0,left
16.224,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.89;1.96;2.09,-0.3,-0.12,BACKUP,-15.0,left
16.333,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.97;2.04;2.19,-0.3,-0.12,BACKUP,-15.0,left
16.437,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.07;2.15;12.00,-0.3,-0.12,BACKUP,-15.0,left
16.546,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.19;2.29;12.00,-0.3,-0.12,BACKUP,-15.0,left
16.656,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.27;2.30;2.40;12.00,-0.3,-0.12,BACKUP,-15.0,left
16.765,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.32;2.35;2.46;12.00,-0.3,-0.12,BACKUP,-15.0,left
16.873,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.46;2.50;12.00;12.00,-0.3,-0.12,SEARCH,,left
16.982,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.56;2.61;12.00;12.00,-0.18,0.18,SEARCH,,left
17.091,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.60;2.59;2.66;12.00;12.00,-0.18,0.18,SEARCH,,left
17.2,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.59;2.60;2.68;12.00;12.00,-0.18,0.18,SEARCH,,left
17.309,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.59;2.60;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
17.418,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.61;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
17.529,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.62;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
17.637,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.65;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
17.747,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.59;2.59;2.67;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
17.855,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.59;2.60;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
17.967,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.60;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
18.075,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.62;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
18.18,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.63;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
18.291,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.65;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
18.402,12.00;12.00;12.00;12.00;12.00;12.00;2.59;2.59;2.67;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
18.509,12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.60;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
18.619,12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.61;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
18.73,12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.61;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
18.836,12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.64;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
18.947,12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.65;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
19.054,12.00;12.00;12.00;12.00;12.00;2.58;2.59;2.67;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
19.161,12.00;12.00;12.00;12.00;12.00;2.58;2.60;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
19.27,12.00;12.00;12.00;12.00;12.00;2.57;2.61;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
19.378,12.00;12.00;12.00;12.00;12.00;2.57;2.62;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
19.487,12.00;12.00;12.00;12.00;12.00;2.58;2.64;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
19.596,12.00;12.00;12.00;12.00;2.58;2.58;2.66;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
19.705,12.00;12.00;12.00;12.00;2.58;2.59;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
19.814,12.00;12.00;12.00;12.00;2.57;2.60;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
19.922,12.00;12.00;12.00;12.00;2.57;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
