t,distances,motor_l,motor_r,state,target_deg,search_side
19.931,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.77;2.77;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
20.041,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.81;2.80;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
20.149,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.90;2.89;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
20.257,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.04;3.01;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
20.364,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.13;3.09;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
20.473,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.25;3.20;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
20.582,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.36;3.30;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
20.69,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.47;3.40;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
20.798,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.57;3.49;12.00;12.00;12.00,-0.12,-0.3,SEARCH,,right
20.909,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.69;3.60;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
21.019,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.65;12.00;12.00;12.00,0.159,0.36,FORWARD,-20.0,right
21.126,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.70;3.60;12.00;12.00;12.00,0.029,0.097,FORWARD,-25.0,right
21.236,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.63;3.53;12.00;12.00;12.00,0.028,0.091,FORWARD,-25.0,right
21.345,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.59;3.50;12.00;12.00;12.00,0.027,0.088,FORWARD,-25.0,right
21.453,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.56;3.47;12.00;12.00;12.00,0.026,0.085,FORWARD,-25.0,right
21.562,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.53;3.45;12.00;12.00;12.00,0.025,0.083,FORWARD,-25.0,right
21.671,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.50;3.42;12.00;12.00;12.00,0.024,0.08,FORWARD,-25.0,right
21.779,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.47;3.40;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
21.889,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.45;3.37;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
21.995,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.42;3.35;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
22.106,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.40;3.33;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
22.214,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.36;3.30;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
22.324,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.34;3.28;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
22.433,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.31;3.26;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
22.541,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.28;3.23;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
22.651,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.26;3.21;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
22.756,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.23;3.18;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
22.865,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.20;3.16;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
22.973,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.18;3.13;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
23.08,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.15;3.11;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
23.187,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.12;3.09;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
23.295,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.10;3.06;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
23.406,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.07;3.04;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
23.512,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.05;3.02;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
23.621,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.02;2.99;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
23.73,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.99;2.97;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
23.838,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.97;2.95;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
23.945,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.94;2.92;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
24.056,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.91;2.90;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
24.165,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.89;2.87;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
24.276,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.86;2.85;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
24.383,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.83;2.83;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
24.493,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.81;2.80;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
24.602,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.78;2.78;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
24.711,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.75;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
24.821,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.80;2.79;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
24.929,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.90;2.89;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
25.036,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.01;2.99;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
25.144,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.12;3.09;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
25.253,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.21;3.17;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
25.361,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.34;3.28;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
25.47,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.46;3.39;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
25.58,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.56;3.48;12.00;12.00;12.00,-0.12,-0.3,SEARCH,,right
25.689,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.68;3.59;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
25.8,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.63;12.00;12.00;12.00,0.159,0.36,FORWARD,-20.0,right
25.908,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.69;3.59;12.00;12.00;12.00,0.029,0.097,FORWARD,-25.0,right
26.016,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.61;3.52;12.00;12.00;12.00,0.027,0.09,FORWARD,-25.0,right
26.125,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.58;3.49;12.00;12.00;12.00,0.026,0.087,FORWARD,-25.0,right
26.231,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.55;3.46;12.00;12.00;12.00,0.026,0.085,FORWARD,-25.0,right
26.339,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.52;3.44;12.00;12.00;12.00,0.025,0.082,FORWARD,-25.0,right
26.447,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.49;3.41;12.00;12.00;12.00,0.024,0.08,FORWARD,-25.0,right
26.556,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.46;3.39;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
26.662,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.44;3.36;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
26.772,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.41;3.34;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
26.88,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.38;3.31;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
26.992,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.37;3.30;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
27.116,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.33;3.27;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
27.226,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.29;3.24;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
27.338,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.27;3.22;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
27.444,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.24;3.19;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
27.555,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.21;3.17;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
27.667,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.18;3.14;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
27.774,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.16;3.12;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
27.882,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.13;3.10;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
27.993,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.11;3.07;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
28.101,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.08;3.05;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
28.229,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.06;3.03;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
28.337,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.02;3.00;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
28.445,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.99;2.97;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
28.553,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.97;2.95;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
28.664,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.94;2.92;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
28.774,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.91;2.90;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
28.882,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.89;2.88;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
28.991,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.87;2.85;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
29.101,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.84;2.83;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
29.209,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.81;2.80;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
29.32,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.78;2.78;12.00;12.00;12.00,0.024,0.078,FORWARD,-25.0,right
29.43,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.76;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
29.537,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.76;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
29.644,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.90;2.89;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
29.752,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.01;2.98;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
29.86,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.11;3.08;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
29.968,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;3.22;3.18;12.00;12.00;12.00,-0.12,-0.3,BACKUP,-25.0,right
