t,distances,motor_l,motor_r,state,target_deg,search_side
20.063,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.63;2.59;12.00,0.23,0.561,FORWARD,-15.0,right
20.172,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.67;2.57;2.55;12.00,0.18,-0.18,PIVOT,-15.0,right
20.279,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.56;2.53;12.00,0.23,0.561,FORWARD,-15.0,right
20.391,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.53;2.50;12.00,0.23,0.561,FORWARD,-15.0,right
20.496,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.38;2.37;12.00,0.23,0.561,FORWARD,-15.0,right
20.604,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.24;2.24;12.00,0.23,0.561,FORWARD,-15.0,right
20.716,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.06;2.07;2.15,-0.3,-0.12,BACKUP,-15.0,left
20.821,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.97;1.98;2.06,-0.3,-0.12,BACKUP,-15.0,left
20.931,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.94;1.96;2.05,-0.3,-0.12,BACKUP,-15.0,left
21.04,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.03;2.06;12.00,-0.3,-0.12,BACKUP,-15.0,left
21.151,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.10;2.13;12.00,-0.3,-0.12,BACKUP,-15.0,left
21.261,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.22;2.19;2.23;12.00,-0.3,-0.12,BACKUP,-15.0,left
21.37,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.31;2.29;2.34;12.00,-0.3,-0.12,BACKUP,-15.0,left
21.48,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.40;2.39;12.00;12.00,-0.3,-0.12,BACKUP,-15.0,left
21.591,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.49;2.48;12.00;12.00,-0.3,-0.12,SEARCH,,left
21.701,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.67;2.58;2.58;12.00;12.00,-0.18,0.18,SEARCH,,left
21.812,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.63;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
21.92,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.63;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
22.032,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.67;2.63;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
22.139,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.65;2.63;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
22.249,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.64;2.63;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
22.355,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.63;2.64;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
22.463,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.63;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
22.572,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.68;2.62;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
22.681,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.66;2.62;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
22.79,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.65;2.62;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
22.9,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.64;2.63;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
23.01,12.00;12.00;12.00;12.00;12.00;12.00;2.71;2.63;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
23.119,12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.62;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
23.228,12.00;12.00;12.00;12.00;12.00;12.00;2.67;2.62;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
23.337,12.00;12.00;12.00;12.00;12.00;12.00;2.65;2.62;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
23.446,12.00;12.00;12.00;12.00;12.00;12.00;2.64;2.62;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
23.556,12.00;12.00;12.00;12.00;12.00;2.72;2.63;2.63;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
23.665,12.00;12.00;12.00;12.00;12.00;2.69;2.62;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
23.773,12.00;12.00;12.00;12.00;12.00;2.68;2.62;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
23.885,12.00;12.00;12.00;12.00;12.00;2.66;2.62;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
23.993,12.00;12.00;12.00;12.00;12.00;2.65;2.62;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
24.103,12.00;12.00;12.00;12.00;12.00;2.64;2.62;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
24.211,12.00;12.00;12.00;12.00;2.71;2.63;2.62;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
24.319,12.00;12.00;12.00;12.00;2.69;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
24.428,12.00;12.00;12.00;12.00;2.67;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
24.54,12.00;12.00;12.00;12.00;2.65;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
24.649,12.00;12.00;12.00;12.00;2.65;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
24.757,12.00;12.00;12.00;2.72;2.63;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
24.866,12.00;12.00;12.00;2.70;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
24.973,12.00;12.00;12.00;2.67;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
25.084,12.00;12.00;12.00;2.66;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
25.194,12.00;12.00;12.00;2.64;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
25.304,12.00;12.00;12.00;2.63;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
25.411,12.00;12.00;2.71;2.62;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
25.517,12.00;12.00;2.69;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
25.627,12.00;12.00;2.67;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
25.734,12.00;12.00;2.65;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
25.845,12.00;12.00;2.64;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
25.952,12.00;12.00;2.63;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
26.062,12.00;2.70;2.62;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
26.172,12.00;2.68;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
26.281,12.00;2.66;2.59;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
26.386,12.00;2.45;2.36;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
26.497,12.00;2.28;2.19;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
26.605,2.30;2.12;2.03;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
26.716,2.16;1.99;1.89;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
26.826,2.16;1.98;1.88;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
26.932,12.00;2.07;1.96;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
27.043,12.00;2.19;2.07;2.78;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
27.149,12.00;2.33;2.20;2.14;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
27.262,12.00;2.46;2.31;2.24;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
27.37,12.00;12.00;2.44;2.35;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
27.479,12.00;12.00;2.55;2.46;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,SEARCH,,right
27.59,12.00;12.00;2.66;2.56;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
27.699,12.00;12.00;12.00;2.64;2.60;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
27.809,12.00;12.00;12.00;2.65;2.60;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
27.917,12.00;12.00;12.00;2.67;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
28.026,12.00;12.00;12.00;2.69;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
28.135,12.00;12.00;12.00;2.71;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
28.245,12.00;12.00;12.00;2.74;2.63;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
28.353,12.00;12.00;12.00;12.00;2.64;2.60;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
28.461,12.00;12.00;12.00;12.00;2.66;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
28.572,12.00;12.00;12.00;12.00;2.68;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
28.677,12.00;12.00;12.00;12.00;2.70;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
28.789,12.00;12.00;12.00;12.00;2.73;2.63;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
28.897,12.00;12.00;12.00;12.00;2.75;2.64;2.61;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.008,12.00;12.00;12.00;12.00;12.00;2.65;2.61;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.119,12.00;12.00;12.00;12.00;12.00;2.67;2.61;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.23,12.00;12.00;12.00;12.00;12.00;2.69;2.61;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.337,12.00;12.00;12.00;12.00;12.00;2.71;2.62;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.447,12.00;12.00;12.00;12.00;12.00;2.74;2.63;2.61;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.555,12.00;12.00;12.00;12.00;12.00;12.00;2.65;2.61;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.664,12.00;12.00;12.00;12.00;12.00;12.00;2.66;2.61;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.772,12.00;12.00;12.00;12.00;12.00;12.00;2.68;2.61;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.88,12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.62;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
29.993,12.00;12.00;12.00;12.00;12.00;12.00;2.71;2.63;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
