t,distances,motor_l,motor_r,state,target_deg,search_side
4.363,12.00;12.00;12.00;12.00;12.00;3.12;3.72;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
4.472,12.00;12.00;12.00;12.00;12.00;3.10;3.03;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
4.582,12.00;12.00;12.00;12.00;12.00;3.09;2.96;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
4.692,12.00;12.00;12.00;12.00;12.00;3.08;2.94;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
4.799,12.00;12.00;12.00;12.00;12.00;3.06;2.92;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
4.911,12.00;12.00;12.00;12.00;12.00;3.06;2.91;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
5.017,12.00;12.00;12.00;12.00;12.00;3.04;2.88;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
5.126,12.00;12.00;12.00;12.00;12.00;3.03;2.85;12.00;12.00;12.00;12.00;12.00;12.00,0.181,-0.059,FORWARD,35.0,
5.236,12.00;12.00;12.00;12.00;12.00;3.03;2.84;3.55;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
5.343,12.00;12.00;12.00;12.00;12.00;12.00;2.82;2.89;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
5.453,12.00;12.00;12.00;12.00;12.00;12.00;2.81;2.70;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
5.563,12.00;12.00;12.00;12.00;12.00;12.00;2.79;2.68;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
5.671,12.00;12.00;12.00;12.00;12.00;12.00;2.78;2.65;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
5.78,12.00;12.00;12.00;12.00;12.00;12.00;2.77;2.64;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
5.889,12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.62;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
6.0,12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.60;12.00;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,40.0,
6.107,12.00;12.00;12.00;12.00;12.00;12.00;2.74;2.58;2.88;12.00;12.00;12.00;12.00,0.18,-0.06,FORWARD,45.0,
6.216,12.00;12.00;12.00;12.00;12.00;12.00;2.74;2.56;2.48;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.326,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.48;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.434,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.61;2.50;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.543,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.64;2.51;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.65,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.67;2.53;12.00;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.76,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.71;2.54;2.95;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.871,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.57;2.48;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
6.98,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.60;2.49;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.09,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.62;2.50;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.199,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.66;2.52;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.312,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.54;12.00;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.419,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.56;2.54;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.528,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.57;2.48;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.634,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.61;2.50;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.748,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.63;2.51;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.857,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.67;2.53;12.00;12.00,0.18,-0.18,PIVOT,45.0,right
7.964,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.71;2.55;3.09;12.00,0.18,-0.18,PIVOT,45.0,right
8.072,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.74;2.57;2.48;12.00,0.18,-0.18,PIVOT,45.0,right
8.181,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.59;2.49;12.00,0.23,0.561,FORWARD,-15.0,right
8.29,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.54;2.45;12.00,0.23,0.561,FORWARD,-15.0,right
8.401,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.41;2.34;12.00,0.23,0.561,FORWARD,-15.0,right
8.508,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.27;2.22;12.00,0.23,0.561,FORWARD,-15.0,right
8.617,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.19;2.14;12.00,0.23,0.561,FORWARD,-15.0,right
8.728,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.97;1.94;1.97,-0.3,-0.12,BACKUP,-15.0,left
8.837,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.88;1.85;1.89,-0.3,-0.12,BACKUP,-15.0,left
8.944,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.86;1.84;1.88,-0.3,-0.12,BACKUP,-15.0,left
9.054,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.92;1.91;1.95,-0.3,-0.12,BACKUP,-15.0,left
9.164,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.99;1.98;12.00,-0.3,-0.12,BACKUP,-15.0,left
9.271,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.15;2.08;2.08;12.00,-0.3,-0.12,BACKUP,-15.0,left
9.38,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.21;2.15;2.15;12.00,-0.3,-0.12,BACKUP,-15.0,left
9.49,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.28;2.22;12.00;12.00,-0.3,-0.12,BACKUP,-15.0,left
9.6,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.37;2.31;12.00;12.00,-0.3,-0.12,SEARCH,,left
9.707,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.46;2.40;12.00;12.00,-0.18,0.18,SEARCH,,left
9.814,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.59;2.47;2.43;12.00;12.00,-0.18,0.18,SEARCH,,left
9.922,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.56;2.46;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.032,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.54;2.45;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.141,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.52;2.44;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.249,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.49;2.43;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.36,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.62;2.48;2.43;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.469,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.58;2.46;2.43;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.579,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.56;2.45;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.686,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.53;2.44;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.794,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.51;2.43;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
10.902,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.49;2.43;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.012,12.00;12.00;12.00;12.00;12.00;12.00;2.60;2.47;2.43;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.12,12.00;12.00;12.00;12.00;12.00;12.00;2.57;2.46;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.229,12.00;12.00;12.00;12.00;12.00;12.00;2.54;2.44;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.339,12.00;12.00;12.00;12.00;12.00;12.00;2.52;2.44;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.448,12.00;12.00;12.00;12.00;12.00;12.00;2.50;2.43;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.556,12.00;12.00;12.00;12.00;12.00;12.00;2.48;2.42;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.666,12.00;12.00;12.00;12.00;12.00;2.59;2.46;2.42;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.777,12.00;12.00;12.00;12.00;12.00;2.55;2.45;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.886,12.00;12.00;12.00;12.00;12.00;2.53;2.44;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
11.996,12.00;12.00;12.00;12.00;12.00;2.51;2.43;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.101,12.00;12.00;12.00;12.00;12.00;2.49;2.42;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.211,12.00;12.00;12.00;12.00;2.60;2.47;2.42;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.32,12.00;12.00;12.00;12.00;2.58;2.46;2.42;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.427,12.00;12.00;12.00;12.00;2.54;2.44;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.535,12.00;12.00;12.00;12.00;2.52;2.43;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.647,12.00;12.00;12.00;12.00;2.49;2.42;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.757,12.00;12.00;12.00;12.00;2.48;2.42;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.865,12.00;12.00;12.00;2.60;2.47;2.42;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
12.972,12.00;12.00;12.00;2.56;2.45;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.081,12.00;12.00;12.00;2.53;2.44;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.191,12.00;12.00;12.00;2.51;2.43;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.3,12.00;12.00;12.00;2.49;2.42;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.409,12.00;12.00;12.00;2.47;2.42;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.517,12.00;12.00;2.58;2.45;2.41;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.627,12.00;12.00;2.55;2.44;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.735,12.00;12.00;2.52;2.43;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.844,12.00;12.00;2.50;2.42;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
13.953,12.00;12.00;2.48;2.42;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
14.064,12.00;2.59;2.46;2.41;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
14.17,12.00;2.57;2.45;2.41;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
14.28,12.00;2.53;2.43;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
14.386,12.00;2.47;2.36;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
14.496,12.00;2.32;2.20;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
14.606,12.00;2.13;2.02;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
14.712,2.26;2.06;1.94;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
14.823,12.00;2.06;1.93;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
14.931,12.00;2.17;2.03;2.42;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
15.039,12.00;2.31;2.16;2.08;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
15.148,12.00;2.43;2.26;2.18;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
15.26,12.00;12.00;2.30;2.22;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
15.368,12.00;12.00;2.49;2.38;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
15.478,12.00;12.00;2.63;2.51;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,SEARCH,,right
15.585,12.00;12.00;2.75;2.62;2.57;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
15.695,12.00;12.00;12.00;2.72;2.66;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
15.806,12.00;12.00;12.00;2.74;2.66;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
15.915,12.00;12.00;12.00;2.76;2.67;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
16.024,12.00;12.00;12.00;2.79;2.68;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
16.133,12.00;12.00;12.00;2.82;2.69;2.66;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
16.241,12.00;12.00;12.00;12.00;2.71;2.66;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
16.347,12.00;12.00;12.00;12.00;2.73;2.66;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
16.458,12.00;12.00;12.00;12.00;2.75;2.67;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
16.566,12.00;12.00;12.00;12.00;2.76;2.67;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
16.674,12.00;12.00;12.00;12.00;2.80;2.69;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
16.787,12.00;12.00;12.00;12.00;2.83;2.70;2.66;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
16.895,12.00;12.00;12.00;12.00;12.00;2.72;2.66;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
17.005,12.00;12.00;12.00;12.00;12.00;2.74;2.67;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
17.115,12.00;12.00;12.00;12.00;12.00;2.76;2.67;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
17.225,12.00;12.00;12.00;12.00;12.00;2.79;2.68;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
17.336,12.00;12.00;12.00;12.00;12.00;2.82;2.70;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
17.447,12.00;12.00;12.00;12.00;12.00;12.00;2.71;2.66;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
17.558,12.00;12.00;12.00;12.00;12.00;12.00;2.73;2.67;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
17.665,12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.67;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
17.778,12.00;12.00;12.00;12.00;12.00;12.00;2.77;2.68;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
17.886,12.00;12.00;12.00;12.00;12.00;12.00;2.80;2.69;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
17.994,12.00;12.00;12.00;12.00;12.00;12.00;2.83;2.71;2.67;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.105,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.67;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.211,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.74;2.67;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.322,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.68;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.432,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.79;2.69;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.541,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.81;2.70;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.649,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.83;2.71;2.67;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.756,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.73;2.67;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.863,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.75;2.68;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
18.972,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.78;2.68;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
19.081,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.79;2.69;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
19.19,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.83;2.71;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
19.299,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.67;12.00;12.00,0.18,-0.18,SEARCH,,right
19.408,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.74;2.68;12.00;12.00,0.18,-0.18,SEARCH,,right
19.516,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.68;12.00;12.00,0.18,-0.18,SEARCH,,right
19.628,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.78;2.69;12.00;12.00,0.18,-0.18,SEARCH,,right
19.735,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.81;2.70;12.00;12.00,0.159,0.562,FORWARD,-20.0,right
19.846,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.76;2.66;12.00;12.00,0.18,-0.18,PIVOT,-20.0,right
19.952,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.72;2.61;12.00;12.00,0.18,-0.18,PIVOT,-20.0,right
