t,distances,motor_l,motor_r,state,target_deg,search_side,target_bearing_deg,ray_distance_m,arrived
0.129,12.00;1.13;0.86;0.87;0.32;0.31;0.31;0.33;12.00;12.00;0.75;0.74;12.00,0.0,0.0,FORWARD,,,30.1,0.74,True
